rank,pokemon_name,type,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon,details_link,last_updated_at_UTC
565,Carracosta,"Water,Rock",495,74,108,133,83,65,32,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,https://pokemondb.net/pokedex/carracosta,05-Dec-2021 05:46:36
566,Archen,"Rock,Flying",401,55,112,45,74,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,https://pokemondb.net/pokedex/archen,05-Dec-2021 05:46:36
567,Archeops,"Rock,Flying",567,75,140,65,112,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,https://pokemondb.net/pokedex/archeops,05-Dec-2021 05:46:36
568,Trubbish,Poison,329,50,50,62,40,62,65,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,https://pokemondb.net/pokedex/trubbish,05-Dec-2021 05:46:36
569,Garbodor,Poison,474,80,95,82,60,82,75,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,https://pokemondb.net/pokedex/garbodor,05-Dec-2021 05:46:36
570,Zorua,Dark,330,40,65,40,80,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,https://pokemondb.net/pokedex/zorua,05-Dec-2021 05:46:36
571,Zoroark,Dark,510,60,105,60,120,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,https://pokemondb.net/pokedex/zoroark,05-Dec-2021 05:46:36
572,Minccino,Normal,300,55,50,40,40,40,75,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,https://pokemondb.net/pokedex/minccino,05-Dec-2021 05:46:36
573,Cinccino,Normal,470,75,95,60,65,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,https://pokemondb.net/pokedex/cinccino,05-Dec-2021 05:46:36
574,Gothita,Psychic,290,45,30,50,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,https://pokemondb.net/pokedex/gothita,05-Dec-2021 05:46:36
575,Gothorita,Psychic,390,60,45,70,75,85,55,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,https://pokemondb.net/pokedex/gothorita,05-Dec-2021 05:46:36
576,Gothitelle,Psychic,490,70,55,95,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,https://pokemondb.net/pokedex/gothitelle,05-Dec-2021 05:46:36
577,Solosis,Psychic,290,45,30,40,105,50,20,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,https://pokemondb.net/pokedex/solosis,05-Dec-2021 05:46:36
578,Duosion,Psychic,370,65,40,50,125,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,https://pokemondb.net/pokedex/duosion,05-Dec-2021 05:46:36
579,Reuniclus,Psychic,490,110,65,75,125,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,https://pokemondb.net/pokedex/reuniclus,05-Dec-2021 05:46:36
580,Ducklett,"Water,Flying",305,62,44,50,44,50,55,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,https://pokemondb.net/pokedex/ducklett,05-Dec-2021 05:46:36
581,Swanna,"Water,Flying",473,75,87,63,87,63,98,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,https://pokemondb.net/pokedex/swanna,05-Dec-2021 05:46:36
582,Vanillite,Ice,305,36,50,50,65,60,44,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,https://pokemondb.net/pokedex/vanillite,05-Dec-2021 05:46:36
583,Vanillish,Ice,395,51,65,65,80,75,59,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,https://pokemondb.net/pokedex/vanillish,05-Dec-2021 05:46:36
584,Vanilluxe,Ice,535,71,95,85,110,95,79,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,https://pokemondb.net/pokedex/vanilluxe,05-Dec-2021 05:46:36
585,Deerling,"Normal,Grass",335,60,60,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,https://pokemondb.net/pokedex/deerling,05-Dec-2021 05:46:36
586,Sawsbuck,"Normal,Grass",475,80,100,70,60,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,https://pokemondb.net/pokedex/sawsbuck,05-Dec-2021 05:46:36
587,Emolga,"Electric,Flying",428,55,75,60,75,60,103,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,https://pokemondb.net/pokedex/emolga,05-Dec-2021 05:46:36
588,Karrablast,Bug,315,50,75,45,40,45,60,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,https://pokemondb.net/pokedex/karrablast,05-Dec-2021 05:46:36
589,Escavalier,"Bug,Steel",495,70,135,105,60,105,20,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,https://pokemondb.net/pokedex/escavalier,05-Dec-2021 05:46:36
590,Foongus,"Grass,Poison",294,69,55,45,55,55,15,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,https://pokemondb.net/pokedex/foongus,05-Dec-2021 05:46:36
591,Amoonguss,"Grass,Poison",464,114,85,70,85,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,https://pokemondb.net/pokedex/amoonguss,05-Dec-2021 05:46:36
592,Frillish,"Water,Ghost",335,55,40,50,65,85,40,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,https://pokemondb.net/pokedex/frillish,05-Dec-2021 05:46:36
593,Jellicent,"Water,Ghost",480,100,60,70,85,105,60,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,https://pokemondb.net/pokedex/jellicent,05-Dec-2021 05:46:36
594,Alomomola,Water,470,165,75,80,40,45,65,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,https://pokemondb.net/pokedex/alomomola,05-Dec-2021 05:46:36
595,Joltik,"Bug,Electric",319,50,47,50,57,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,https://pokemondb.net/pokedex/joltik,05-Dec-2021 05:46:36
596,Galvantula,"Bug,Electric",472,70,77,60,97,60,108,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,https://pokemondb.net/pokedex/galvantula,05-Dec-2021 05:46:36
597,Ferroseed,"Grass,Steel",305,44,50,91,24,86,10,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,https://pokemondb.net/pokedex/ferroseed,05-Dec-2021 05:46:36
598,Ferrothorn,"Grass,Steel",489,74,94,131,54,116,20,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,https://pokemondb.net/pokedex/ferrothorn,05-Dec-2021 05:46:36
599,Klink,Steel,300,40,55,70,45,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,https://pokemondb.net/pokedex/klink,05-Dec-2021 05:46:36
600,Klang,Steel,440,60,80,95,70,85,50,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,https://pokemondb.net/pokedex/klang,05-Dec-2021 05:46:36
601,Klinklang,Steel,520,60,100,115,70,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,https://pokemondb.net/pokedex/klinklang,05-Dec-2021 05:46:36
602,Tynamo,Electric,275,35,55,40,45,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,https://pokemondb.net/pokedex/tynamo,05-Dec-2021 05:46:36
603,Eelektrik,Electric,405,65,85,70,75,70,40,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,https://pokemondb.net/pokedex/eelektrik,05-Dec-2021 05:46:36
604,Eelektross,Electric,515,85,115,80,105,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,https://pokemondb.net/pokedex/eelektross,05-Dec-2021 05:46:36
605,Elgyem,Psychic,335,55,55,55,85,55,30,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,https://pokemondb.net/pokedex/elgyem,05-Dec-2021 05:46:36
606,Beheeyem,Psychic,485,75,75,75,125,95,40,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,https://pokemondb.net/pokedex/beheeyem,05-Dec-2021 05:46:36
607,Litwick,"Ghost,Fire",275,50,30,55,65,55,20,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,https://pokemondb.net/pokedex/litwick,05-Dec-2021 05:46:36
608,Lampent,"Ghost,Fire",370,60,40,60,95,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,https://pokemondb.net/pokedex/lampent,05-Dec-2021 05:46:36
609,Chandelure,"Ghost,Fire",520,60,55,90,145,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,https://pokemondb.net/pokedex/chandelure,05-Dec-2021 05:46:36
610,Axew,Dragon,320,46,87,60,30,40,57,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,https://pokemondb.net/pokedex/axew,05-Dec-2021 05:46:36
611,Fraxure,Dragon,410,66,117,70,40,50,67,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,https://pokemondb.net/pokedex/fraxure,05-Dec-2021 05:46:36
612,Haxorus,Dragon,540,76,147,90,60,70,97,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,https://pokemondb.net/pokedex/haxorus,05-Dec-2021 05:46:36
613,Cubchoo,Ice,305,55,70,40,60,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,https://pokemondb.net/pokedex/cubchoo,05-Dec-2021 05:46:36
614,Beartic,Ice,505,95,130,80,70,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,https://pokemondb.net/pokedex/beartic,05-Dec-2021 05:46:36
615,Cryogonal,Ice,515,80,50,50,95,135,105,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,https://pokemondb.net/pokedex/cryogonal,05-Dec-2021 05:46:36
616,Shelmet,Bug,305,50,40,85,40,65,25,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,https://pokemondb.net/pokedex/shelmet,05-Dec-2021 05:46:36
617,Accelgor,Bug,495,80,70,40,100,60,145,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,https://pokemondb.net/pokedex/accelgor,05-Dec-2021 05:46:36
618,Stunfisk,"Ground,Electric",471,109,66,84,81,99,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,https://pokemondb.net/pokedex/stunfisk,05-Dec-2021 05:46:36
618,Stunfisk-Galarian Stunfisk,"Ground,Steel",471,109,81,99,66,84,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png,https://pokemondb.net/pokedex/stunfisk,05-Dec-2021 05:46:36
619,Mienfoo,Fighting,350,45,85,50,55,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,https://pokemondb.net/pokedex/mienfoo,05-Dec-2021 05:46:36
620,Mienshao,Fighting,510,65,125,60,95,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,https://pokemondb.net/pokedex/mienshao,05-Dec-2021 05:46:36
621,Druddigon,Dragon,485,77,120,90,60,90,48,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,https://pokemondb.net/pokedex/druddigon,05-Dec-2021 05:46:36
622,Golett,"Ground,Ghost",303,59,74,50,35,50,35,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,https://pokemondb.net/pokedex/golett,05-Dec-2021 05:46:36
623,Golurk,"Ground,Ghost",483,89,124,80,55,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,https://pokemondb.net/pokedex/golurk,05-Dec-2021 05:46:36
624,Pawniard,"Dark,Steel",340,45,85,70,40,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,https://pokemondb.net/pokedex/pawniard,05-Dec-2021 05:46:36
625,Bisharp,"Dark,Steel",490,65,125,100,60,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,https://pokemondb.net/pokedex/bisharp,05-Dec-2021 05:46:36
626,Bouffalant,Normal,490,95,110,95,40,95,55,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,https://pokemondb.net/pokedex/bouffalant,05-Dec-2021 05:46:36
627,Rufflet,"Normal,Flying",350,70,83,50,37,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,https://pokemondb.net/pokedex/rufflet,05-Dec-2021 05:46:36
628,Braviary,"Normal,Flying",510,100,123,75,57,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,https://pokemondb.net/pokedex/braviary,05-Dec-2021 05:46:36
629,Vullaby,"Dark,Flying",370,70,55,75,45,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,https://pokemondb.net/pokedex/vullaby,05-Dec-2021 05:46:36
630,Mandibuzz,"Dark,Flying",510,110,65,105,55,95,80,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,https://pokemondb.net/pokedex/mandibuzz,05-Dec-2021 05:46:36
631,Heatmor,Fire,484,85,97,66,105,66,65,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,https://pokemondb.net/pokedex/heatmor,05-Dec-2021 05:46:36
632,Durant,"Bug,Steel",484,58,109,112,48,48,109,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,https://pokemondb.net/pokedex/durant,05-Dec-2021 05:46:36
633,Deino,"Dark,Dragon",300,52,65,50,45,50,38,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,https://pokemondb.net/pokedex/deino,05-Dec-2021 05:46:36
634,Zweilous,"Dark,Dragon",420,72,85,70,65,70,58,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,https://pokemondb.net/pokedex/zweilous,05-Dec-2021 05:46:36
635,Hydreigon,"Dark,Dragon",600,92,105,90,125,90,98,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,https://pokemondb.net/pokedex/hydreigon,05-Dec-2021 05:46:36
636,Larvesta,"Bug,Fire",360,55,85,55,50,55,60,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,https://pokemondb.net/pokedex/larvesta,05-Dec-2021 05:46:36
637,Volcarona,"Bug,Fire",550,85,60,65,135,105,100,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,https://pokemondb.net/pokedex/volcarona,05-Dec-2021 05:46:36
638,Cobalion,"Steel,Fighting",580,91,90,129,90,72,108,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,https://pokemondb.net/pokedex/cobalion,05-Dec-2021 05:46:36
639,Terrakion,"Rock,Fighting",580,91,129,90,72,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,https://pokemondb.net/pokedex/terrakion,05-Dec-2021 05:46:36
640,Virizion,"Grass,Fighting",580,91,90,72,90,129,108,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,https://pokemondb.net/pokedex/virizion,05-Dec-2021 05:46:36
641,Tornadus-Incarnate Forme,Flying,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png,https://pokemondb.net/pokedex/tornadus,05-Dec-2021 05:46:36
641,Tornadus-Therian Forme,Flying,580,79,100,80,110,90,121,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png,https://pokemondb.net/pokedex/tornadus,05-Dec-2021 05:46:36
642,Thundurus-Incarnate Forme,"Electric,Flying",580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png,https://pokemondb.net/pokedex/thundurus,05-Dec-2021 05:46:36
642,Thundurus-Therian Forme,"Electric,Flying",580,79,105,70,145,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png,https://pokemondb.net/pokedex/thundurus,05-Dec-2021 05:46:36
643,Reshiram,"Dragon,Fire",680,100,120,100,150,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,https://pokemondb.net/pokedex/reshiram,05-Dec-2021 05:46:36
644,Zekrom,"Dragon,Electric",680,100,150,120,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png,https://pokemondb.net/pokedex/zekrom,05-Dec-2021 05:46:36
645,Landorus-Incarnate Forme,"Ground,Flying",600,89,125,90,115,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png,https://pokemondb.net/pokedex/landorus,05-Dec-2021 05:46:36
645,Landorus-Therian Forme,"Ground,Flying",600,89,145,90,105,80,91,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png,https://pokemondb.net/pokedex/landorus,05-Dec-2021 05:46:36
646,Kyurem,"Dragon,Ice",660,125,130,90,130,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png,https://pokemondb.net/pokedex/kyurem,05-Dec-2021 05:46:36
646,Kyurem-Black Kyurem,"Dragon,Ice",700,125,170,100,120,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png,https://pokemondb.net/pokedex/kyurem,05-Dec-2021 05:46:36
646,Kyurem-White Kyurem,"Dragon,Ice",700,125,120,90,170,100,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png,https://pokemondb.net/pokedex/kyurem,05-Dec-2021 05:46:36
647,Keldeo-Ordinary Form,"Water,Fighting",580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png,https://pokemondb.net/pokedex/keldeo,05-Dec-2021 05:46:36
647,Keldeo-Resolute Form,"Water,Fighting",580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png,https://pokemondb.net/pokedex/keldeo,05-Dec-2021 05:46:36
648,Meloetta-Aria Forme,"Normal,Psychic",600,100,77,77,128,128,90,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png,https://pokemondb.net/pokedex/meloetta,05-Dec-2021 05:46:36
648,Meloetta-Pirouette Forme,"Normal,Fighting",600,100,128,90,77,77,128,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png,https://pokemondb.net/pokedex/meloetta,05-Dec-2021 05:46:36
649,Genesect,"Bug,Steel",600,71,120,95,120,95,99,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png,https://pokemondb.net/pokedex/genesect,05-Dec-2021 05:46:36
650,Chespin,Grass,313,56,61,65,48,45,38,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,https://pokemondb.net/pokedex/chespin,05-Dec-2021 05:46:36
651,Quilladin,Grass,405,61,78,95,56,58,57,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,https://pokemondb.net/pokedex/quilladin,05-Dec-2021 05:46:36
652,Chesnaught,"Grass,Fighting",530,88,107,122,74,75,64,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,https://pokemondb.net/pokedex/chesnaught,05-Dec-2021 05:46:36
653,Fennekin,Fire,307,40,45,40,62,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,https://pokemondb.net/pokedex/fennekin,05-Dec-2021 05:46:36
654,Braixen,Fire,409,59,59,58,90,70,73,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,https://pokemondb.net/pokedex/braixen,05-Dec-2021 05:46:36
655,Delphox,"Fire,Psychic",534,75,69,72,114,100,104,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,https://pokemondb.net/pokedex/delphox,05-Dec-2021 05:46:36
656,Froakie,Water,314,41,56,40,62,44,71,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,https://pokemondb.net/pokedex/froakie,05-Dec-2021 05:46:36
657,Frogadier,Water,405,54,63,52,83,56,97,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,https://pokemondb.net/pokedex/frogadier,05-Dec-2021 05:46:36
658,Greninja,"Water,Dark",530,72,95,67,103,71,122,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,https://pokemondb.net/pokedex/greninja,05-Dec-2021 05:46:36
658,Greninja-Ash-Greninja,"Water,Dark",640,72,145,67,153,71,132,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png,https://pokemondb.net/pokedex/greninja,05-Dec-2021 05:46:36
659,Bunnelby,Normal,237,38,36,38,32,36,57,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,https://pokemondb.net/pokedex/bunnelby,05-Dec-2021 05:46:36
660,Diggersby,"Normal,Ground",423,85,56,77,50,77,78,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,https://pokemondb.net/pokedex/diggersby,05-Dec-2021 05:46:36
661,Fletchling,"Normal,Flying",278,45,50,43,40,38,62,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,https://pokemondb.net/pokedex/fletchling,05-Dec-2021 05:46:36
662,Fletchinder,"Fire,Flying",382,62,73,55,56,52,84,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,https://pokemondb.net/pokedex/fletchinder,05-Dec-2021 05:46:36
663,Talonflame,"Fire,Flying",499,78,81,71,74,69,126,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,https://pokemondb.net/pokedex/talonflame,05-Dec-2021 05:46:36
664,Scatterbug,Bug,200,38,35,40,27,25,35,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,https://pokemondb.net/pokedex/scatterbug,05-Dec-2021 05:46:36
665,Spewpa,Bug,213,45,22,60,27,30,29,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,https://pokemondb.net/pokedex/spewpa,05-Dec-2021 05:46:36
666,Vivillon,"Bug,Flying",411,80,52,50,90,50,89,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,https://pokemondb.net/pokedex/vivillon,05-Dec-2021 05:46:36
667,Litleo,"Fire,Normal",369,62,50,58,73,54,72,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,https://pokemondb.net/pokedex/litleo,05-Dec-2021 05:46:36
668,Pyroar,"Fire,Normal",507,86,68,72,109,66,106,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,https://pokemondb.net/pokedex/pyroar,05-Dec-2021 05:46:36
669,Flabébé,Fairy,303,44,38,39,61,79,42,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,https://pokemondb.net/pokedex/flabebe,05-Dec-2021 05:46:36
670,Floette,Fairy,371,54,45,47,75,98,52,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,https://pokemondb.net/pokedex/floette,05-Dec-2021 05:46:36
