rank,name,types,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon_url,details_url,scrape_ts
0642,Therian Forme,"Electric, Flying",580,79,105,70,145,80,101,https://img.pokemondb.net/sprites/scarlet-violet/icon/thundurus-therian.png,https://pokemondb.net/pokedex/thundurus,2024-02-24 15:05:22
0643,Reshiram,"Dragon, Fire",680,100,120,100,150,120,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/reshiram.png,https://pokemondb.net/pokedex/reshiram,2024-02-24 15:05:22
0644,Zekrom,"Dragon, Electric",680,100,150,120,120,100,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/zekrom.png,https://pokemondb.net/pokedex/zekrom,2024-02-24 15:05:22
0645,Incarnate Forme,"Ground, Flying",600,89,125,90,115,80,101,https://img.pokemondb.net/sprites/scarlet-violet/icon/landorus-incarnate.png,https://pokemondb.net/pokedex/landorus,2024-02-24 15:05:22
0645,Therian Forme,"Ground, Flying",600,89,145,90,105,80,91,https://img.pokemondb.net/sprites/scarlet-violet/icon/landorus-therian.png,https://pokemondb.net/pokedex/landorus,2024-02-24 15:05:22
0646,Kyurem,"Dragon, Ice",660,125,130,90,130,90,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem.png,https://pokemondb.net/pokedex/kyurem,2024-02-24 15:05:22
0646,White Kyurem,"Dragon, Ice",700,125,120,90,170,100,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem-white.png,https://pokemondb.net/pokedex/kyurem,2024-02-24 15:05:22
0646,Black Kyurem,"Dragon, Ice",700,125,170,100,120,90,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem-black.png,https://pokemondb.net/pokedex/kyurem,2024-02-24 15:05:22
0647,Ordinary Form,"Water, Fighting",580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-ordinary.png,https://pokemondb.net/pokedex/keldeo,2024-02-24 15:05:22
0647,Resolute Form,"Water, Fighting",580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-resolute.png,https://pokemondb.net/pokedex/keldeo,2024-02-24 15:05:22
0648,Aria Forme,"Normal, Psychic",600,100,77,77,128,128,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-aria.png,https://pokemondb.net/pokedex/meloetta,2024-02-24 15:05:22
0648,Pirouette Forme,"Normal, Fighting",600,100,128,90,77,77,128,https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-pirouette.png,https://pokemondb.net/pokedex/meloetta,2024-02-24 15:05:22
0649,Genesect,"Bug, Steel",600,71,120,95,120,95,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/genesect.png,https://pokemondb.net/pokedex/genesect,2024-02-24 15:05:22
0650,Chespin,Grass,313,56,61,65,48,45,38,https://img.pokemondb.net/sprites/scarlet-violet/icon/chespin.png,https://pokemondb.net/pokedex/chespin,2024-02-24 15:05:22
0651,Quilladin,Grass,405,61,78,95,56,58,57,https://img.pokemondb.net/sprites/scarlet-violet/icon/quilladin.png,https://pokemondb.net/pokedex/quilladin,2024-02-24 15:05:22
0652,Chesnaught,"Grass, Fighting",530,88,107,122,74,75,64,https://img.pokemondb.net/sprites/scarlet-violet/icon/chesnaught.png,https://pokemondb.net/pokedex/chesnaught,2024-02-24 15:05:22
0653,Fennekin,Fire,307,40,45,40,62,60,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/fennekin.png,https://pokemondb.net/pokedex/fennekin,2024-02-24 15:05:22
0654,Braixen,Fire,409,59,59,58,90,70,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/braixen.png,https://pokemondb.net/pokedex/braixen,2024-02-24 15:05:22
0655,Delphox,"Fire, Psychic",534,75,69,72,114,100,104,https://img.pokemondb.net/sprites/scarlet-violet/icon/delphox.png,https://pokemondb.net/pokedex/delphox,2024-02-24 15:05:22
0656,Froakie,Water,314,41,56,40,62,44,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/froakie.png,https://pokemondb.net/pokedex/froakie,2024-02-24 15:05:22
0657,Frogadier,Water,405,54,63,52,83,56,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/frogadier.png,https://pokemondb.net/pokedex/frogadier,2024-02-24 15:05:22
0658,Greninja,"Water, Dark",530,72,95,67,103,71,122,https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja.png,https://pokemondb.net/pokedex/greninja,2024-02-24 15:05:22
0658,Ash-Greninja,"Water, Dark",640,72,145,67,153,71,132,https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja-ash.png,https://pokemondb.net/pokedex/greninja,2024-02-24 15:05:22
0659,Bunnelby,Normal,237,38,36,38,32,36,57,https://img.pokemondb.net/sprites/scarlet-violet/icon/bunnelby.png,https://pokemondb.net/pokedex/bunnelby,2024-02-24 15:05:22
0660,Diggersby,"Normal, Ground",423,85,56,77,50,77,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/diggersby.png,https://pokemondb.net/pokedex/diggersby,2024-02-24 15:05:22
0661,Fletchling,"Normal, Flying",278,45,50,43,40,38,62,https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchling.png,https://pokemondb.net/pokedex/fletchling,2024-02-24 15:05:22
0662,Fletchinder,"Fire, Flying",382,62,73,55,56,52,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchinder.png,https://pokemondb.net/pokedex/fletchinder,2024-02-24 15:05:22
0663,Talonflame,"Fire, Flying",499,78,81,71,74,69,126,https://img.pokemondb.net/sprites/scarlet-violet/icon/talonflame.png,https://pokemondb.net/pokedex/talonflame,2024-02-24 15:05:22
0664,Scatterbug,Bug,200,38,35,40,27,25,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/scatterbug.png,https://pokemondb.net/pokedex/scatterbug,2024-02-24 15:05:22
0665,Spewpa,Bug,213,45,22,60,27,30,29,https://img.pokemondb.net/sprites/scarlet-violet/icon/spewpa.png,https://pokemondb.net/pokedex/spewpa,2024-02-24 15:05:22
0666,Vivillon,"Bug, Flying",411,80,52,50,90,50,89,https://img.pokemondb.net/sprites/scarlet-violet/icon/vivillon.png,https://pokemondb.net/pokedex/vivillon,2024-02-24 15:05:22
0667,Litleo,"Fire, Normal",369,62,50,58,73,54,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/litleo.png,https://pokemondb.net/pokedex/litleo,2024-02-24 15:05:22
0668,Pyroar,"Fire, Normal",507,86,68,72,109,66,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/pyroar.png,https://pokemondb.net/pokedex/pyroar,2024-02-24 15:05:22
0669,Flabébé,Fairy,303,44,38,39,61,79,42,https://img.pokemondb.net/sprites/scarlet-violet/icon/flabebe.png,https://pokemondb.net/pokedex/flabebe,2024-02-24 15:05:22
0670,Floette,Fairy,371,54,45,47,75,98,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/floette.png,https://pokemondb.net/pokedex/floette,2024-02-24 15:05:22
0671,Florges,Fairy,552,78,65,68,112,154,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/florges.png,https://pokemondb.net/pokedex/florges,2024-02-24 15:05:22
0672,Skiddo,Grass,350,66,65,48,62,57,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/skiddo.png,https://pokemondb.net/pokedex/skiddo,2024-02-24 15:05:22
0673,Gogoat,Grass,531,123,100,62,97,81,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/gogoat.png,https://pokemondb.net/pokedex/gogoat,2024-02-24 15:05:22
0674,Pancham,Fighting,348,67,82,62,46,48,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/pancham.png,https://pokemondb.net/pokedex/pancham,2024-02-24 15:05:22
0675,Pangoro,"Fighting, Dark",495,95,124,78,69,71,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/pangoro.png,https://pokemondb.net/pokedex/pangoro,2024-02-24 15:05:22
0676,Furfrou,Normal,472,75,80,60,65,90,102,https://img.pokemondb.net/sprites/scarlet-violet/icon/furfrou.png,https://pokemondb.net/pokedex/furfrou,2024-02-24 15:05:22
0677,Espurr,Psychic,355,62,48,54,63,60,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/espurr.png,https://pokemondb.net/pokedex/espurr,2024-02-24 15:05:22
0678,Male,Psychic,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-male.png,https://pokemondb.net/pokedex/meowstic,2024-02-24 15:05:22
0678,Female,Psychic,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-female.png,https://pokemondb.net/pokedex/meowstic,2024-02-24 15:05:22
0679,Honedge,"Steel, Ghost",325,45,80,100,35,37,28,https://img.pokemondb.net/sprites/scarlet-violet/icon/honedge.png,https://pokemondb.net/pokedex/honedge,2024-02-24 15:05:22
0680,Doublade,"Steel, Ghost",448,59,110,150,45,49,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/doublade.png,https://pokemondb.net/pokedex/doublade,2024-02-24 15:05:22
0681,Shield Forme,"Steel, Ghost",500,60,50,140,50,140,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-shield.png,https://pokemondb.net/pokedex/aegislash,2024-02-24 15:05:22
0681,Blade Forme,"Steel, Ghost",500,60,140,50,140,50,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-blade.png,https://pokemondb.net/pokedex/aegislash,2024-02-24 15:05:22
0682,Spritzee,Fairy,341,78,52,60,63,65,23,https://img.pokemondb.net/sprites/scarlet-violet/icon/spritzee.png,https://pokemondb.net/pokedex/spritzee,2024-02-24 15:05:22
0683,Aromatisse,Fairy,462,101,72,72,99,89,29,https://img.pokemondb.net/sprites/scarlet-violet/icon/aromatisse.png,https://pokemondb.net/pokedex/aromatisse,2024-02-24 15:05:22
0684,Swirlix,Fairy,341,62,48,66,59,57,49,https://img.pokemondb.net/sprites/scarlet-violet/icon/swirlix.png,https://pokemondb.net/pokedex/swirlix,2024-02-24 15:05:22
0685,Slurpuff,Fairy,480,82,80,86,85,75,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/slurpuff.png,https://pokemondb.net/pokedex/slurpuff,2024-02-24 15:05:22
0686,Inkay,"Dark, Psychic",288,53,54,53,37,46,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/inkay.png,https://pokemondb.net/pokedex/inkay,2024-02-24 15:05:22
0687,Malamar,"Dark, Psychic",482,86,92,88,68,75,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/malamar.png,https://pokemondb.net/pokedex/malamar,2024-02-24 15:05:22
0688,Binacle,"Rock, Water",306,42,52,67,39,56,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/binacle.png,https://pokemondb.net/pokedex/binacle,2024-02-24 15:05:22
0689,Barbaracle,"Rock, Water",500,72,105,115,54,86,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/barbaracle.png,https://pokemondb.net/pokedex/barbaracle,2024-02-24 15:05:22
0690,Skrelp,"Poison, Water",320,50,60,60,60,60,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/skrelp.png,https://pokemondb.net/pokedex/skrelp,2024-02-24 15:05:22
0691,Dragalge,"Poison, Dragon",494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragalge.png,https://pokemondb.net/pokedex/dragalge,2024-02-24 15:05:22
0692,Clauncher,Water,330,50,53,62,58,63,44,https://img.pokemondb.net/sprites/scarlet-violet/icon/clauncher.png,https://pokemondb.net/pokedex/clauncher,2024-02-24 15:05:22
0693,Clawitzer,Water,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/scarlet-violet/icon/clawitzer.png,https://pokemondb.net/pokedex/clawitzer,2024-02-24 15:05:22
0694,Helioptile,"Electric, Normal",289,44,38,33,61,43,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/helioptile.png,https://pokemondb.net/pokedex/helioptile,2024-02-24 15:05:22
0695,Heliolisk,"Electric, Normal",481,62,55,52,109,94,109,https://img.pokemondb.net/sprites/scarlet-violet/icon/heliolisk.png,https://pokemondb.net/pokedex/heliolisk,2024-02-24 15:05:22
0696,Tyrunt,"Rock, Dragon",362,58,89,77,45,45,48,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrunt.png,https://pokemondb.net/pokedex/tyrunt,2024-02-24 15:05:22
0697,Tyrantrum,"Rock, Dragon",521,82,121,119,69,59,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrantrum.png,https://pokemondb.net/pokedex/tyrantrum,2024-02-24 15:05:22
0698,Amaura,"Rock, Ice",362,77,59,50,67,63,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/amaura.png,https://pokemondb.net/pokedex/amaura,2024-02-24 15:05:22
0699,Aurorus,"Rock, Ice",521,123,77,72,99,92,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/aurorus.png,https://pokemondb.net/pokedex/aurorus,2024-02-24 15:05:22
0700,Sylveon,Fairy,525,95,65,65,110,130,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/sylveon.png,https://pokemondb.net/pokedex/sylveon,2024-02-24 15:05:22
0701,Hawlucha,"Fighting, Flying",500,78,92,75,74,63,118,https://img.pokemondb.net/sprites/scarlet-violet/icon/hawlucha.png,https://pokemondb.net/pokedex/hawlucha,2024-02-24 15:05:22
0702,Dedenne,"Electric, Fairy",431,67,58,57,81,67,101,https://img.pokemondb.net/sprites/scarlet-violet/icon/dedenne.png,https://pokemondb.net/pokedex/dedenne,2024-02-24 15:05:22
0703,Carbink,"Rock, Fairy",500,50,50,150,50,150,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/carbink.png,https://pokemondb.net/pokedex/carbink,2024-02-24 15:05:22
0704,Goomy,Dragon,300,45,50,35,55,75,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/goomy.png,https://pokemondb.net/pokedex/goomy,2024-02-24 15:05:22
0705,Sliggoo,Dragon,452,68,75,53,83,113,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo.png,https://pokemondb.net/pokedex/sliggoo,2024-02-24 15:05:22
0705,Hisuian Sliggoo,"Steel, Dragon",452,58,75,83,83,113,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo-hisuian.png,https://pokemondb.net/pokedex/sliggoo,2024-02-24 15:05:22
0706,Goodra,Dragon,600,90,100,70,110,150,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra.png,https://pokemondb.net/pokedex/goodra,2024-02-24 15:05:22
0706,Hisuian Goodra,"Steel, Dragon",600,80,100,100,110,150,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra-hisuian.png,https://pokemondb.net/pokedex/goodra,2024-02-24 15:05:22
0707,Klefki,"Steel, Fairy",470,57,80,91,80,87,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/klefki.png,https://pokemondb.net/pokedex/klefki,2024-02-24 15:05:22
0708,Phantump,"Ghost, Grass",309,43,70,48,50,60,38,https://img.pokemondb.net/sprites/scarlet-violet/icon/phantump.png,https://pokemondb.net/pokedex/phantump,2024-02-24 15:05:22
0709,Trevenant,"Ghost, Grass",474,85,110,76,65,82,56,https://img.pokemondb.net/sprites/scarlet-violet/icon/trevenant.png,https://pokemondb.net/pokedex/trevenant,2024-02-24 15:05:22
0710,Average Size,"Ghost, Grass",335,49,66,70,44,55,51,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-average.png,https://pokemondb.net/pokedex/pumpkaboo,2024-02-24 15:05:22
0710,Small Size,"Ghost, Grass",335,44,66,70,44,55,56,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-small.png,https://pokemondb.net/pokedex/pumpkaboo,2024-02-24 15:05:22
0710,Large Size,"Ghost, Grass",335,54,66,70,44,55,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-large.png,https://pokemondb.net/pokedex/pumpkaboo,2024-02-24 15:05:22
0710,Super Size,"Ghost, Grass",335,59,66,70,44,55,41,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-super.png,https://pokemondb.net/pokedex/pumpkaboo,2024-02-24 15:05:22
0711,Average Size,"Ghost, Grass",494,65,90,122,58,75,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-average.png,https://pokemondb.net/pokedex/gourgeist,2024-02-24 15:05:22
0711,Small Size,"Ghost, Grass",494,55,85,122,58,75,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-small.png,https://pokemondb.net/pokedex/gourgeist,2024-02-24 15:05:22
0711,Large Size,"Ghost, Grass",494,75,95,122,58,75,69,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-large.png,https://pokemondb.net/pokedex/gourgeist,2024-02-24 15:05:22
0711,Super Size,"Ghost, Grass",494,85,100,122,58,75,54,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-super.png,https://pokemondb.net/pokedex/gourgeist,2024-02-24 15:05:22
0712,Bergmite,Ice,304,55,69,85,32,35,28,https://img.pokemondb.net/sprites/scarlet-violet/icon/bergmite.png,https://pokemondb.net/pokedex/bergmite,2024-02-24 15:05:22
0713,Avalugg,Ice,514,95,117,184,44,46,28,https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg.png,https://pokemondb.net/pokedex/avalugg,2024-02-24 15:05:22
0713,Hisuian Avalugg,"Ice, Rock",514,95,127,184,34,36,38,https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg-hisuian.png,https://pokemondb.net/pokedex/avalugg,2024-02-24 15:05:22
0714,Noibat,"Flying, Dragon",245,40,30,35,45,40,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/noibat.png,https://pokemondb.net/pokedex/noibat,2024-02-24 15:05:22
0715,Noivern,"Flying, Dragon",535,85,70,80,97,80,123,https://img.pokemondb.net/sprites/scarlet-violet/icon/noivern.png,https://pokemondb.net/pokedex/noivern,2024-02-24 15:05:22
0716,Xerneas,Fairy,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/xerneas.png,https://pokemondb.net/pokedex/xerneas,2024-02-24 15:05:22
0717,Yveltal,"Dark, Flying",680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/yveltal.png,https://pokemondb.net/pokedex/yveltal,2024-02-24 15:05:22
0718,50% Forme,"Dragon, Ground",600,108,100,121,81,95,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-50.png,https://pokemondb.net/pokedex/zygarde,2024-02-24 15:05:22
0718,10% Forme,"Dragon, Ground",486,54,100,71,61,85,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-10.png,https://pokemondb.net/pokedex/zygarde,2024-02-24 15:05:22
0718,Complete Forme,"Dragon, Ground",708,216,100,121,91,95,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-complete.png,https://pokemondb.net/pokedex/zygarde,2024-02-24 15:05:22
0719,Diancie,"Rock, Fairy",600,50,100,150,100,150,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie.png,https://pokemondb.net/pokedex/diancie,2024-02-24 15:05:22
0719,Mega Diancie,"Rock, Fairy",700,50,160,110,160,110,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie-mega.png,https://pokemondb.net/pokedex/diancie,2024-02-24 15:05:22
0720,Hoopa Confined,"Psychic, Ghost",600,80,110,60,150,130,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-confined.png,https://pokemondb.net/pokedex/hoopa,2024-02-24 15:05:22
0720,Hoopa Unbound,"Psychic, Dark",680,80,160,60,170,130,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-unbound.png,https://pokemondb.net/pokedex/hoopa,2024-02-24 15:05:22
0721,Volcanion,"Fire, Water",600,80,110,120,130,90,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/volcanion.png,https://pokemondb.net/pokedex/volcanion,2024-02-24 15:05:22
0722,Rowlet,"Grass, Flying",320,68,55,55,50,50,42,https://img.pokemondb.net/sprites/scarlet-violet/icon/rowlet.png,https://pokemondb.net/pokedex/rowlet,2024-02-24 15:05:22
0723,Dartrix,"Grass, Flying",420,78,75,75,70,70,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/dartrix.png,https://pokemondb.net/pokedex/dartrix,2024-02-24 15:05:22
0724,Decidueye,"Grass, Ghost",530,78,107,75,100,100,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye.png,https://pokemondb.net/pokedex/decidueye,2024-02-24 15:05:22
0724,Hisuian Decidueye,"Grass, Fighting",530,88,112,80,95,95,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye-hisuian.png,https://pokemondb.net/pokedex/decidueye,2024-02-24 15:05:22
0725,Litten,Fire,320,45,65,40,60,40,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/litten.png,https://pokemondb.net/pokedex/litten,2024-02-24 15:05:22
0726,Torracat,Fire,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/torracat.png,https://pokemondb.net/pokedex/torracat,2024-02-24 15:05:22
0727,Incineroar,"Fire, Dark",530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/incineroar.png,https://pokemondb.net/pokedex/incineroar,2024-02-24 15:05:22
0728,Popplio,Water,320,50,54,54,66,56,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/popplio.png,https://pokemondb.net/pokedex/popplio,2024-02-24 15:05:22
0729,Brionne,Water,420,60,69,69,91,81,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/brionne.png,https://pokemondb.net/pokedex/brionne,2024-02-24 15:05:22
0730,Primarina,"Water, Fairy",530,80,74,74,126,116,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/primarina.png,https://pokemondb.net/pokedex/primarina,2024-02-24 15:05:22
0731,Pikipek,"Normal, Flying",265,35,75,30,30,30,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/pikipek.png,https://pokemondb.net/pokedex/pikipek,2024-02-24 15:05:22
